Symbol,Name,Country,Sector,Industry
HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026,United States,Finance,Finance Companies
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,United States,Finance,Finance Companies
HTGC,Hercules Capital Inc. Common Stock,United States,Finance,Investment Managers
HTH,Hilltop Holdings Inc.,United States,Finance,Major Banks
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
HUBB,Hubbell Inc Common Stock,United States,Technology,Industrial Machinery/Components
HUBS,HubSpot Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
HUM,Humana Inc. Common Stock,United States,Health Care,Medical Specialities
HUN,Huntsman Corporation Common Stock,United States,Industrials,Major Chemicals
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,United States,Industrials,Broadcasting
HVT,Haverty Furniture Companies Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
HVT/A,Haverty Furniture Companies Inc.,United States,,
HWKZ,Hawks Acquisition Corp Class A Common Stock,,Industrials,Consumer Electronics/Appliances
HWM,Howmet Aerospace Inc. Common Stock,United States,Industrials,Military/Government/Technical
HXL,Hexcel Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
HYB,New America High Income Fund Inc. (The) Common Stock,United States,Finance,Investment Managers
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,,Finance,Investment Managers
HYLN,Hyliion Holdings Corp. Class A Common Stock,,Consumer Discretionary,Auto Parts:O.E.M.
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,United States,Finance,Finance Companies
HZN,Horizon Global Corporation Common Shares,United States,Consumer Discretionary,Auto Parts:O.E.M.
HZO,MarineMax Inc.  (FL) Common Stock,United States,Consumer Discretionary,Auto & Home Supply Stores
IAA,IAA Inc. Common Stock ,,Consumer Discretionary,Business Services
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
IAG,Iamgold Corporation Ordinary Shares,Canada,,
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,Mexico,Consumer Staples,Meat/Poultry/Fish
IBER,Ibere Pharmaceuticals Class A Ordinary Shares,,Finance,Business Services
IBM,International Business Machines Corporation Common Stock,United States,Technology,EDP Services
IBN,ICICI Bank Limited Common Stock,India,Finance,Commercial Banks
IBP,Installed Building Products Inc. Common Stock,,Industrials,Wholesale Distributors
ICD,Independence Contract Drilling Inc. Common Stock,,Energy,Oil & Gas Production
ICE,Intercontinental Exchange Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
ICL,ICL Group Ltd. Ordinary Shares,Israel,Industrials,Agricultural Chemicals
ICNC,Iconic Sports Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services
ICR^A,InPoint Commercial Real Estate Income Inc. 6.75% Series A Cumulative Redeemable Preferred Stock,,,
IDA,IDACORP Inc. Common Stock,United States,Utilities,Electric Utilities: Central
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
IDT,IDT Corporation Class B Common Stock,United States,Telecommunications,Telecommunications Equipment
IEX,IDEX Corporation Common Stock,United States,Industrials,Fluid Controls
IFF,International Flavors & Fragrances Inc. Common Stock,United States,Industrials,Major Chemicals
IFIN,InFinT Acquisition Corporation Class A Ordinary Shares,,Consumer Discretionary,Business Services
IFN,India Fund Inc. (The) Common Stock,United States,Finance,Finance/Investors Services
IFS,Intercorp Financial Services Inc. Common Shares,,Finance,Commercial Banks
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,United States,Finance,Trusts Except Educational Religious and Charitable
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,United States,Finance,Investment Managers
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
IGT,International Game Technology Ordinary Shares,United States,Consumer Discretionary,Movies/Entertainment
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,United States,Real Estate,Other Consumer Services
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,United States,Finance,Investment Managers
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),United Kingdom,Consumer Discretionary,Hotels/Resorts
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
IHS,IHS Holding Limited Ordinary Shares,,Telecommunications,Telecommunications Equipment
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,,Finance,Finance/Investors Services
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
IIIN,Insteel Industries Inc. Common Stock,United States,,
IIM,Invesco Value Municipal Income Trust Common Stock,United States,Finance,Investment Managers
IIPR,Innovative Industrial Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,United States,,
IMAX,Imax Corporation Common Stock,Canada,,
INAQ,Insight Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
INFA,Informatica Inc. Class A Common Stock,,Technology,EDP Services
INFY,Infosys Limited American Depositary Shares,India,Technology,EDP Services
ING,ING Group N.V. Common Stock,Netherlands,Finance,Commercial Banks
INGR,Ingredion Incorporated Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
INN,Summit Hotel Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,United States,,
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,
INSI,Insight Select Income Fund,United States,Finance,Investment Managers
INSP,Inspire Medical Systems Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INST,Instructure Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
INSW,International Seaways Inc. Common Stock ,,Consumer Discretionary,Marine Transportation
INT,World Fuel Services Corporation Common Stock,United States,Energy,Oil Refining/Marketing
INVH,Invitation Homes Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
IONQ,IonQ Inc. Common Stock,United States,Industrials,Wholesale Distributors
IOT,Samsara Inc. Class A Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment
IP,International Paper Company Common Stock,United States,Industrials,Containers/Packaging
IPG,Interpublic Group of Companies Inc. (The) Common Stock,United States,Consumer Discretionary,Advertising
IPI,Intrepid Potash Inc Common Stock,United States,Industrials,Major Chemicals
IQI,Invesco Quality Municipal Income Trust Common Stock,United States,Finance,Finance Companies
IQV,IQVIA Holdings Inc. Common Stock,United States,Health Care,Managed Health Care
IR,Ingersoll Rand Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
IRL,New Ireland Fund Inc (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,United States,Real Estate,Real Estate Investment Trusts
IRNT,IronNet Inc. Common Stock,United States,Technology,EDP Services
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,Argentina,Real Estate,Homebuilding
IRT,Independence Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ISD,PGIM High Yield Bond Fund Inc.,United States,Finance,Trusts Except Educational Religious and Charitable
IT,Gartner Inc. Common Stock,United States,Finance,Diversified Commercial Services
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),Chile,Finance,Commercial Banks
ITGR,Integer Holdings Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
ITT,ITT Inc. Common Stock ,United States,Industrials,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Brazil,Finance,Commercial Banks
ITW,Illinois Tool Works Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
IVC,Invacare Corporation Common Stock,United States,Health Care,Industrial Specialties
IVH,Delaware Ivy High Income Opportunities Fund,,Finance,Investment Managers
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,United States,Real Estate,Real Estate Investment Trusts
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,United States,,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,United States,,
IVT,InvenTrust Properties Corp. Common Stock,,Real Estate,Real Estate Investment Trusts
IVZ,Invesco Ltd Common Stock,United States,Finance,Investment Managers
IX,Orix Corp Ads Common Stock,Japan,Finance,Diversified Financial Services
J,Jacobs Solutions Inc. Common Stock,,Industrials,Oilfield Services/Equipment
JATT,JATT Acquisition Corp Class A Ordinary Shares,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JBGS,JBG SMITH Properties Common Shares ,United States,Real Estate,Real Estate Investment Trusts
JBI,Janus International Group Inc. Common Stock,,,
JBL,Jabil Inc. Common Stock,United States,Technology,Electrical Products
JBT,John Bean Technologies Corporation Common Stock,United States,Industrials,Diversified Manufacture
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
JCI,Johnson Controls International plc Ordinary Share,Switzerland,Industrials,Industrial Machinery/Components
JEF,Jefferies Financial Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
JELD,JELD-WEN Holding Inc. Common Stock,United States,,
JEQ,abrdn Japan Equity Fund Inc. Common Stock,United States,Finance,Finance Companies
JFR,Nuveen Floating Rate Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
JHAA,Nuveen Corporate Income 2023 Target Term Fund,,Finance,Finance/Investors Services
JHG,Janus Henderson Group plc Ordinary Shares,,Finance,Investment Managers
JHI,John Hancock Investors Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JHS,John Hancock Income Securities Trust Common Stock,United States,Finance,Finance Companies
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Ireland,Industrials,Building Materials
JILL,J. Jill Inc. Common Stock,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),China,Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated Common Stock,United States,Finance,Real Estate
JLS,Nuveen Mortgage and Income Fund,United States,Finance,Investment Managers
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,,Consumer Discretionary,Catalog/Specialty Distribution
JMM,Nuveen Multi-Market Income Fund (MA),United States,Finance,Trusts Except Educational Religious and Charitable
JNJ,Johnson & Johnson Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,United States,Technology,Computer peripheral equipment
JOBY,Joby Aviation Inc. Common Stock,United States,Consumer Discretionary,Aerospace
JOE,St. Joe Company (The) Common Stock,United States,Real Estate,Homebuilding
JOF,Japan Smaller Capitalization Fund Inc Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JPC,Nuveen Preferred & Income Opportunities Fund,United States,Finance,Investment Managers
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,Finance,Finance Companies
JPM,JP Morgan Chase & Co. Common Stock,United States,Finance,Major Banks
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,United States,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,United States,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,United States,,
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,United States,,
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,United States,,
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM,United States,,
JPS,Nuveen Preferred & Income Securities Fund,United States,Finance,Investment Managers
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,United States,Finance,Investment Managers
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
JT,Jianpu Technology Inc. American depositary shares,,Technology,EDP Services
JUN,Juniper II Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
JWN,Nordstrom Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services
JXN,Jackson Financial Inc. Class A Common Stock ,,Finance,Life Insurance
K,Kellogg Company Common Stock,United States,Consumer Staples,Packaged Foods
KAI,Kadant Inc Common Stock,United States,Technology,Industrial Machinery/Components
KAMN,Kaman Corporation Common Stock,United States,Industrials,Military/Government/Technical
KAR,KAR Auction Services Inc Common Stock,United States,,
KB,KB Financial Group Inc,South Korea,Finance,Commercial Banks
KBH,KB Home Common Stock,United States,,
KBR,KBR Inc. Common Stock,United States,Industrials,Oilfield Services/Equipment
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares,,Finance,Business Services
KD,Kyndryl Holdings Inc. Common Stock,,Technology,EDP Services
KEN,Kenon Holdings Ltd. Ordinary Shares,Singapore,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,South Korea,Utilities,Electric Utilities: Central
KEX,Kirby Corporation Common Stock,United States,Consumer Discretionary,Marine Transportation
KEY,KeyCorp Common Stock,United States,Finance,Major Banks
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,United States,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,United States,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,United States,,
KEY^L,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series H,United States,,
KEYS,Keysight Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KF,Korea Fund Inc. (The) New Common Stock,United States,Finance,Investment Managers
KFS,Kingsway Financial Services Inc. Common Stock (DE),Canada,,
KFY,Korn Ferry Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,Canada,,
KIM,Kimco Realty Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,
KIND,Nextdoor Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,EDP Services
KIO,KKR Income Opportunities Fund Common Shares,,Finance,Investment Managers
KKR,KKR & Co. Inc. Common Stock,United States,Finance,Investment Managers
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,United States,,
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,,,
KLR,Kaleyra Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
KMB,Kimberly-Clark Corporation Common Stock,United States,Consumer Discretionary,Paper
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,,Finance,Investment Managers
KMI,Kinder Morgan Inc. Common Stock,United States,Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,United States,Finance,Life Insurance
KMPR,Kemper Corporation,United States,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KMX,CarMax Inc,United States,Consumer Discretionary,Other Specialty Stores
KN,Knowles Corporation Common Stock,,Telecommunications,Telecommunications Equipment
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,United Kingdom,Consumer Discretionary,Marine Transportation
KNSL,Kinsale Capital Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
KNSW,KnightSwan Acquisition Corporation Class A Common Stock,,Industrials,Consumer Electronics/Appliances
KNTK,Kinetik Holdings Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
KNX,Knight-Swift Transportation Holdings Inc.,United States,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
KODK,Eastman Kodak Company Common New,United States,Consumer Discretionary,Business Services
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Mexico,Consumer Staples,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,United States,Industrials,Industrial Specialties
KORE,KORE Group Holdings Inc. Common Stock,,Consumer Discretionary,Telecommunications Equipment
KOS,Kosmos Energy Ltd. Common Shares (DE),Bermuda,Energy,Oil & Gas Production
KR,Kroger Company (The) Common Stock,United States,Consumer Staples,Food Chains
KRC,Kilroy Realty Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,United States,,
KRG,Kite Realty Group Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
KRO,Kronos Worldwide Inc Common Stock,United States,Industrials,Major Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,Energy,Oil & Gas Production
KSM,DWS Strategic Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
KSS,Kohl's Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,South Korea,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,,,
KTF,DWS Municipal Income Trust,United States,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,United States,Finance,Investment Managers
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States,,
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,,Real Estate,Other Consumer Services
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,Real Estate,Real Estate
KWR,Quaker Houghton Common Stock,United States,Industrials,Automotive Aftermarket
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,Finance,Finance/Investors Services
L,Loews Corporation Common Stock,United States,Finance,Property-Casualty Insurers
LAC,Lithium Americas Corp. Common Shares,Canada,,
LAD,Lithia Motors Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
LADR,Ladder Capital Corp Class A Common Stock,,Real Estate,Real Estate Investment Trusts
LANV,Lanvin Group Holdings Limited Ordinary Shares,,,
LAW,CS Disco Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,Bermuda,Finance,Investment Managers
LBRT,Liberty Energy Inc. Class A common stock,United States,Energy,Oilfield Services/Equipment
LC,LendingClub Corporation Common Stock,United States,Finance,Finance Companies
LCI,Lannett Co Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LCII,LCI Industries,United States,Consumer Discretionary,Auto Parts:O.E.M.
LCW,Learn CW Investment Corporation Class A Ordinary Shares,,Finance,Business Services
LDI,loanDepot Inc. Class A Common Stock,,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,United States,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,Finance,Finance Companies
LEA,Lear Corporation Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
LEG,Leggett & Platt Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,,Finance,Real Estate
LEN,Lennar Corporation Class A Common Stock,United States,Real Estate,Building operators
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
LEV,The Lion Electric Company Common Shares,Canada,,
LEVI,Levi Strauss & Co Class A Common Stock,United States,Consumer Discretionary,Industrial Specialties
LFT,Lument Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,United States,,
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,,
LH,Laboratory Corporation of America Holdings Common Stock,United States,Health Care,Medical Specialities
LHC,Leo Holdings Corp. II Class A Ordinary Shares,,Finance,Business Services
LHX,L3Harris Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LICY,Li-Cycle Holdings Corp. Common Shares,,,
LII,Lennox International Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LIN,Linde plc Ordinary Share,,Industrials,Major Chemicals
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,China,Consumer Discretionary,Catalog/Specialty Distribution
LL,LL Flooring Holdings Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
LLAP,Terran Orbital Corporation Common Stock,,,
LLY,Eli Lilly and Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LMND,Lemonade Inc. Common Stock,United States,Finance,Property-Casualty Insurers
LMT,Lockheed Martin Corporation Common Stock,United States,Industrials,Aerospace
LNC,Lincoln National Corporation Common Stock,United States,Finance,Life Insurance
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D,United States,,
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,Consumer Staples,Farming/Seeds/Milling
LNN,Lindsay Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
LOB,Live Oak Bancshares Inc. Common Stock,United States,Finance,Commercial Banks
LOCC,Live Oak Crestview Climate Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
LOCL,Local Bounti Corporation Common Stock,,Consumer Staples,Farming/Seeds/Milling
LOKM,Live Oak Mobility Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,Industrials,Building Materials
LOW,Lowe's Companies Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
LPG,Dorian LPG Ltd. Common Stock,,Consumer Discretionary,Marine Transportation
LPI,Laredo Petroleum Inc. Common Stock,United States,Energy,Oil & Gas Production
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,Technology,Industrial Machinery/Components
LPX,Louisiana-Pacific Corporation Common Stock,United States,,
LRN,Stride Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
LSI,Life Storage Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,,,
LTC,LTC Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,,Consumer Discretionary,Hotels/Resorts
LTHM,Livent Corporation Common Stock,United States,Industrials,Industrial Specialties
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,China,Finance,Finance: Consumer Services
LUMN,Lumen Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
LUV,Southwest Airlines Company Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
LVWR,LiveWire Group Inc. Common Stock,,,
LW,Lamb Weston Holdings Inc. Common Stock ,,Consumer Staples,Specialty Foods
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States,Real Estate,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,United States,,
LXU,LSB Industries Inc. Common Stock,United States,Industrials,Industrial Specialties
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,Industrials,Industrial Specialties
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,Finance,Commercial Banks
LYV,Live Nation Entertainment Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
LZB,La-Z-Boy Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
M,Macy's Inc Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,United States,,
MAC,Macerich Company (The) Common Stock,United States,Real Estate,Real Estate Investment Trusts
MAIN,Main Street Capital Corporation Common Stock,United States,Finance,Finance/Investors Services
MAN,ManpowerGroup Common Stock,United States,Consumer Discretionary,Professional Services
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,Consumer Discretionary,Movies/Entertainment
MAS,Masco Corporation Common Stock,United States,Industrials,Building Products
MATV,Mativ Holdings Inc. Common Stock,United States,Basic Materials,Paper
MATX,Matson Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States,Finance,Finance Companies
MAX,MediaAlpha Inc. Class A Common Stock,,Industrials,Industrial Machinery/Components
MAXR,Maxar Technologies Inc.,,Telecommunications,Telecommunications Equipment
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
MBC,MasterBrand Inc. Common Stock,,Consumer Discretionary,Building Products
MBI,MBIA Inc. Common Stock,United States,Finance,Property-Casualty Insurers
MBSC,M3-Brigade Acquisition III Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
MC,Moelis & Company Class A Common Stock,,Finance,Investment Bankers/Brokers/Service
MCB,Metropolitan Bank Holding Corp. Common Stock,,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,Consumer Discretionary,Restaurants
MCG,Membership Collective Group Inc. Class A Common Stock,,Consumer Discretionary,Hotels/Resorts
MCI,Barings Corporate Investors Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
